Currency,target,date,rates
MIOTA,USD,2023-04-20,0.207
MKR,USD,2023-04-20,727.538
MLN,USD,2023-04-20,22.0455
MNX,USD,2023-04-20,0.028649
MOD,USD,2023-04-20,0.276681
MOIN,USD,2023-04-20,0.033073
MONA,USD,2023-04-20,0.491391
MTL,USD,2023-04-20,1.219
MTN*,USD,2023-04-20,0.009575
MTX,USD,2023-04-20,0.000641
NAS,USD,2023-04-20,0.013854
NAV,USD,2023-04-20,0.054448
NBT,USD,2023-04-20,0.002893
NDC,USD,2023-04-20,0.008989
NEBL,USD,2023-04-20,0.1325
NEO,USD,2023-04-20,11.796074
NEU,USD,2023-04-20,0.024194
NEWB,USD,2023-04-20,0.002604
NGC,USD,2023-04-20,0.16
NKC,USD,2023-04-20,0.001303
NLC2,USD,2023-04-20,0.599935
NMC,USD,2023-04-20,5.867998
NMR,USD,2023-04-20,17.840133
NULS,USD,2023-04-20,0.268568
NVC,USD,2023-04-20,10.0
NXT,USD,2023-04-20,0.003176
OAX,USD,2023-04-20,0.45027
OBITS,USD,2023-04-20,0.015
OC,USD,2023-04-20,0.000479
OCN,USD,2023-04-20,4.858853999999999e-05
ODN,USD,2023-04-20,0.5
OK,USD,2023-04-20,0.009325
OMG,USD,2023-04-20,1.288898
OMNI,USD,2023-04-20,0.0
ORE,USD,2023-04-20,0.0
ORME,USD,2023-04-20,1.235715
OST,USD,2023-04-20,0.000568
OTN,USD,2023-04-20,0.0
OTX,USD,2023-04-20,0.023
OXY,USD,2023-04-20,0.0189
PART,USD,2023-04-20,3.951477
PAY,USD,2023-04-20,0.013624
PBT,USD,2023-04-20,25.821075
PCS,USD,2023-04-20,0.019961
PIVX,USD,2023-04-20,0.399679
PIZZA,USD,2023-04-20,0.001
PLBT,USD,2023-04-20,20.0
PLR,USD,2023-04-20,0.014368
POE,USD,2023-04-20,2.1059493e-05
POLY,USD,2023-04-20,0.2348
POSW,USD,2023-04-20,0.48712
POWR,USD,2023-04-20,0.1967
PPC,USD,2023-04-20,0.426817
PPT,USD,2023-04-20,0.021099
PPY,USD,2023-04-20,5.45
PRC,USD,2023-04-20,3e-05
PRES,USD,2023-04-20,0.219998
PRG,USD,2023-04-20,0.31
PRL,USD,2023-04-20,0.061361
PRO,USD,2023-04-20,0.4597
PURA,USD,2023-04-20,0.25
PUT,USD,2023-04-20,0.0
QASH,USD,2023-04-20,0.026967
QAU,USD,2023-04-20,0.0
QSP,USD,2023-04-20,0.0164
QTUM,USD,2023-04-20,3.021455
QUN,USD,2023-04-20,0.008318
R,USD,2023-04-20,0.01052
RBIES,USD,2023-04-20,1.0
RCN,USD,2023-04-20,0.0024
RDD,USD,2023-04-20,0.0001
RDN,USD,2023-04-20,0.0
RDN*,USD,2023-04-20,0.324446
REBL,USD,2023-04-20,0.001998
REE,USD,2023-04-20,1e-05
REP,USD,2023-04-20,7.569
REQ,USD,2023-04-20,0.1001
REV,USD,2023-04-20,0.000473
RGC,USD,2023-04-20,0.001
RHOC,USD,2023-04-20,0.178417
RIYA,USD,2023-04-20,0.090025
RKC,USD,2023-04-20,5.0
RLC,USD,2023-04-20,1.63105
RPX,USD,2023-04-20,0.061017
RUFF,USD,2023-04-20,0.000188
SALT,USD,2023-04-20,0.768708
SAN,USD,2023-04-20,0.062534
SBC,USD,2023-04-20,7.0
SC,USD,2023-04-20,0.003922
SENT,USD,2023-04-20,0.000683
SHIFT,USD,2023-04-20,0.0
SIB,USD,2023-04-20,5.177
SMART,USD,2023-04-20,0.00055
SMLY,USD,2023-04-20,6e-05
SMT*,USD,2023-04-20,0.011226
SNC,USD,2023-04-20,0.030803
SNGLS,USD,2023-04-20,0.000402
SNM,USD,2023-04-20,0.720836
SNT,USD,2023-04-20,0.02742
SPK,USD,2023-04-20,0.0084
SRN,USD,2023-04-20,0.001507
STEEM,USD,2023-04-20,0.22437
STK,USD,2023-04-20,0.307261
STORJ,USD,2023-04-20,0.377592
STRAT,USD,2023-04-20,0.049925
STU,USD,2023-04-20,0.00019
STX,USD,2023-04-20,0.7365
SUB,USD,2023-04-20,0.000506
SUR,USD,2023-04-20,0.01
SWFTC,USD,2023-04-20,0.00101
SYS,USD,2023-04-20,0.1604
TAAS,USD,2023-04-20,10.0
TESLA,USD,2023-04-20,0.019139
THC,USD,2023-04-20,0.003008
THETA,USD,2023-04-20,1.03513
THS,USD,2023-04-20,0.00171
TIO,USD,2023-04-20,0.085
TKN,USD,2023-04-20,0.0
TKY,USD,2023-04-20,0.000171
TNB,USD,2023-04-20,0.000301
TNT,USD,2023-04-20,0.004
TOA,USD,2023-04-20,0.002397
TRC,USD,2023-04-20,6.2
TRIG,USD,2023-04-20,0.595623
TRST,USD,2023-04-20,0.04799
TRUMP,USD,2023-04-20,0.055
TRX,USD,2023-04-20,0.065664
UBQ,USD,2023-04-20,0.02557
UNO,USD,2023-04-20,13.4
UNRC,USD,2023-04-20,6e-05
UQC,USD,2023-04-20,8.0
USDT,USD,2023-04-20,1.008871
UTK,USD,2023-04-20,0.099484
UTT,USD,2023-04-20,0.028899
VEE,USD,2023-04-20,0.002106
VEN,USD,2023-04-20,4.198137
VERI,USD,2023-04-20,23.736235
VIA,USD,2023-04-20,0.040611
VIB,USD,2023-04-20,0.0739
VIBE,USD,2023-04-20,0.002407
VOISE,USD,2023-04-20,0.00018
VOX,USD,2023-04-20,0.127032
VRS,USD,2023-04-20,0.1375
VTC,USD,2023-04-20,0.127247
VUC,USD,2023-04-20,9.9e-05
WABI,USD,2023-04-20,0.0
WAVES,USD,2023-04-20,2.024236
WAX,USD,2023-04-20,0.0725
WC,USD,2023-04-20,0.045
WGR,USD,2023-04-20,0.007558
WINGS,USD,2023-04-20,0.002106
WLK,USD,2023-04-20,0.0058
WOP,USD,2023-04-20,0.046453
WPR,USD,2023-04-20,0.008123
WRC,USD,2023-04-20,0.000372
WTC,USD,2023-04-20,0.21899
XAUR,USD,2023-04-20,0.10301
XBP,USD,2023-04-20,0.0027
XBY,USD,2023-04-20,0.2889
XCP,USD,2023-04-20,3.008196
XCXT,USD,2023-04-20,0.095658
XDN,USD,2023-04-20,3.5e-05
XEM,USD,2023-04-20,0.038458
XGB,USD,2023-04-20,0.0015
XHI,USD,2023-04-20,0.001325
XID,USD,2023-04-20,0.010924
XLM,USD,2023-04-20,0.09641
XMR,USD,2023-04-20,153.76966
XNC,USD,2023-04-20,0.00018
XRB,USD,2023-04-20,24.198205
XRP,USD,2023-04-20,0.47671
XTO,USD,2023-04-20,0.324858
XTZ,USD,2023-04-20,1.040515
XUC,USD,2023-04-20,0.00081
XVG,USD,2023-04-20,0.002432
XZC,USD,2023-04-20,4.96985
YEE,USD,2023-04-20,9.3093e-06
YOC,USD,2023-04-20,0.00012
YOYOW,USD,2023-04-20,0.000171
ZBC,USD,2023-04-20,0.01577
ZCL,USD,2023-04-20,0.277828
ZEC,USD,2023-04-20,37.867063
ZEN,USD,2023-04-20,9.877605
ZIL,USD,2023-04-20,0.03023
ZNY,USD,2023-04-20,0.02
ZRX,USD,2023-04-20,0.266965
ZSC,USD,2023-04-20,6.6e-05
